Price,Emission Class_Euro 6,Registration_Year,Mileage(miles),Previous Owners,Emission Class_Euro 4
695,False,2004,160000,,True
2350,False,2010,99500,1.0,True
1795,False,2010,119424,,True
1990,False,2012,81000,4.0,False
11999,True,2018,33156,1.0,False
6698,False,2013,61637,,False
2489,False,2011,140000,3.0,False
2499,False,2001,79000,,False
1270,False,2008,136000,,True
1487,False,2007,152000,,True
1585,False,2006,173000,,True
3995,False,2010,108358,,False
1989,False,2007,76000,,True
1895,False,2007,77000,,True
2500,False,2010,113750,6.0,False
999,False,2010,91000,1.0,False
1575,False,2010,118000,3.0,False
6698,False,2013,61637,,False
3499,False,2011,136000,5.0,False
1148,False,2007,105743,,True
1175,False,2006,103000,,True
2495,False,2009,88000,3.0,True
1800,False,2009,91000,5.0,True
1999,False,2011,70345,5.0,False
925,False,2006,136000,,True
1895,False,2008,126000,3.0,True
3250,False,2015,129000,1.0,False
2499,False,2008,52000,2.0,True
795,False,2012,98000,5.0,False
6698,False,2013,61637,,False
9149,True,2016,55301,,False
2995,False,2013,114840,,False
795,False,2003,89000,3.0,True
1489,False,2005,93000,,False
2199,False,2009,77186,3.0,True
1000,False,2002,92187,3.0,False
1490,False,2012,163000,5.0,False
995,False,2005,107767,,True
2350,False,2012,75000,3.0,False
1000,False,2008,112654,4.0,True
13399,True,2017,42847,,False
6698,False,2013,61637,,False
2499,False,2009,78000,,True
1989,False,2008,147000,,True
1650,False,2003,126553,,False
3499,False,2011,105649,3.0,False
2800,False,2014,121520,4.0,False
1994,False,2010,161000,,True
2495,False,2007,88000,,True
2350,False,2010,146000,3.0,False
1995,False,2013,143577,,False
995,False,2007,101078,,True
1575,False,2010,118000,3.0,False
10998,True,2020,39993,,False
10707,True,2020,11589,1.0,False
1995,False,2009,208000,4.0,True
2200,False,2007,135634,5.0,True
2250,False,2001,147700,,False
1850,False,2009,88000,4.0,True
2195,False,2006,144726,,True
975,False,2007,139215,3.0,True
2000,False,2009,139571,,True
1600,False,2008,132018,,True
2989,False,2010,140000,2.0,True
1495,False,2006,64000,,True
795,False,2012,98000,5.0,False
4999,True,2015,60139,2.0,False
1995,False,2009,82000,7.0,True
1100,False,2003,138676,,False
2350,False,2003,62324,,True
1690,False,2012,135000,4.0,False
1990,False,2012,121000,1.0,False
4000,True,2016,95000,,False
2950,False,2013,140049,2.0,False
1995,False,2010,66700,7.0,False
13399,True,2017,42847,,False
1290,False,2004,119000,6.0,True
1995,False,2009,127000,5.0,False
1295,False,2008,158469,4.0,True
1250,False,2007,170000,5.0,True
990,False,2003,121000,4.0,False
1250,False,2007,110000,4.0,True
2499,False,2011,136000,,False
5495,False,2013,128000,1.0,False
795,False,2012,98000,5.0,False
13399,True,2017,42847,,False
4999,True,2015,60139,2.0,False
5495,False,2013,128000,1.0,False
975,False,2007,139215,3.0,True
2490,False,2014,164400,4.0,False
1595,False,2009,96859,,True
1990,False,2010,89000,,True
1990,False,2008,75000,3.0,True
1999,False,2010,130460,4.0,False
2500,False,2001,131000,,True
1000,False,2008,112654,4.0,True
4999,True,2015,60139,2.0,False
2500,False,2010,165350,4.0,False
2495,False,2009,100367,2.0,False
3495,False,2005,81000,6.0,True
2390,False,2008,64000,4.0,True
3995,False,2013,139000,,False
3494,True,2015,89000,,False
1499,False,2007,93700,,True
1495,False,2007,57000,,True
2299,False,2009,89204,5.0,True
1795,False,2007,107795,,True
1575,False,2010,118000,3.0,False
13998,False,2020,28045,,False
4999,True,2015,60139,2.0,False
1995,False,2007,84000,,True
1425,False,2003,116000,,False
7495,True,2015,50312,3.0,False
2945,False,2012,88000,3.0,False
3999,False,2013,46443,,False
1348,False,2003,52953,,False
1970,False,2010,115600,5.0,True
2490,False,2009,124000,,True
2500,True,2014,87000,3.0,False
2490,False,2007,84000,2.0,True
795,False,2012,98000,5.0,False
4999,True,2015,60139,2.0,False
10707,True,2020,11589,1.0,False
3000,False,2012,101743,,False
1750,False,2009,117000,3.0,True
7995,False,2015,67000,3.0,False
2295,False,2008,63000,,True
2249,False,2010,59100,2.0,False
2489,False,2007,111000,,True
1295,False,2006,136250,2.0,False
1895,False,2006,106000,,True
1995,False,2012,100000,5.0,False
4995,True,2016,78557,1.0,False
2000,False,2008,85089,6.0,True
4999,True,2015,60139,2.0,False
11999,True,2018,33156,1.0,False
2790,False,2012,122000,5.0,False
1995,False,2011,138400,,False
1850,False,2009,88000,4.0,True
2490,False,2010,106000,,True
1495,False,2007,107000,,True
1995,False,2013,126000,2.0,False
4800,False,2013,138676,3.0,False
1295,False,2008,158469,4.0,True
4800,True,2015,80000,3.0,False
2999,False,2011,80000,3.0,False
1990,False,2012,81000,4.0,False
11999,True,2018,33156,1.0,False
4999,True,2015,60139,2.0,False
1989,False,2010,79000,4.0,False
1495,False,2006,82506,,True
1745,False,2010,72000,,False
1595,False,2008,86118,1.0,True
2995,False,2008,122000,5.0,True
3795,False,2012,83000,,False
1999,False,2008,69783,5.0,True
2489,False,2013,129000,4.0,False
1295,False,2007,84000,,True
1499,False,2009,120000,4.0,True
1489,False,2007,145000,,True
4999,True,2015,60139,2.0,False
4999,True,2015,60139,2.0,False
3975,False,1995,34000,,False
2750,False,2004,100000,3.0,False
2475,False,1998,156097,2.0,False
1795,False,2009,85962,,True
1695,False,2009,104000,3.0,True
1395,False,2006,76202,4.0,True
6990,False,2012,119000,,False
3995,False,2013,139000,,False
1390,False,2007,179190,,True
2000,False,2013,82160,7.0,False
