Price,Emission Class_Euro 6,Registration_Year,Mileage(miles),Previous Owners,Emission Class_Euro 4
8940,True,2017,97000,1.0,False
3995,False,2014,86000,,False
1995,False,2011,162000,3.0,False
5777,False,2015,74000,,False
2995,False,2012,75500,,False
2450,False,2010,98720,4.0,True
995,False,2007,144100,4.0,True
3495,False,2009,85489,,True
2995,False,2007,79011,,True
6295,False,2013,78000,1.0,False
6995,False,2012,63000,,False
4999,False,2014,85694,1.0,False
5995,False,2009,70000,4.0,True
6250,False,2014,72000,,False
6493,True,2016,62000,2.0,False
7990,False,2012,80000,,False
4495,False,2011,90000,,False
4995,False,2013,63000,2.0,False
2495,False,2012,122000,2.0,False
2895,False,2012,70100,2.0,False
2995,False,2007,61038,,True
2995,False,2007,61038,,True
8290,False,2013,23752,,False
1295,False,2002,90924,,False
2995,False,2009,155000,2.0,False
4995,False,2013,133319,2.0,False
13950,True,2014,59000,5.0,False
6989,False,2009,27758,2.0,True
4295,False,2009,62427,,True
3750,False,2011,59525,2.0,False
2995,False,2002,61320,2.0,False
3890,False,2011,137000,3.0,False
1499,False,2008,113187,2.0,True
10970,True,2019,91000,1.0,False
2995,False,2009,47988,,True
6495,False,2014,57000,,False
3095,False,2009,95729,,True
1695,False,2008,96302,,True
10990,True,2020,23487,1.0,False
1995,False,2007,82000,2.0,True
9290,True,2014,95000,,False
2495,False,2003,25995,,True
9750,True,2017,65059,,False
8495,False,2012,81000,3.0,False
3795,False,2008,152000,3.0,True
2895,False,2012,70100,2.0,False
2995,False,2009,47988,,True
4990,False,2014,67000,,False
2195,False,2005,150000,,True
6995,False,2014,91000,,False
6700,False,2011,85000,3.0,False
7995,True,2015,60711,,False
6895,False,2013,22752,2.0,False
5200,False,2011,107000,7.0,False
6999,True,2013,57980,4.0,False
5295,False,2016,71000,3.0,False
5250,False,2007,112744,,True
2490,False,2007,59811,2.0,True
6295,False,2010,88000,,False
4999,True,2016,71075,2.0,False
5995,False,2014,99000,4.0,False
11490,False,2014,66000,,False
1990,False,2012,120863,,False
2995,False,2007,61038,,True
2995,False,2007,61038,,True
6495,True,2017,70000,1.0,False
5900,True,2016,45000,2.0,False
7500,True,2014,57851,1.0,False
5995,False,2010,84642,2.0,True
2995,False,2005,98000,,True
4295,False,2009,115000,3.0,True
2850,False,2009,76191,2.0,True
6490,True,2015,78000,,False
2995,False,2013,82000,,False
2995,False,2011,113000,3.0,False
1499,False,2008,113187,2.0,True
2995,False,2007,61038,,True
2995,False,2007,61038,,True
5099,False,2013,67100,3.0,False
2495,False,2005,89500,,False
10895,True,2015,74000,,False
7750,False,2014,91350,2.0,False
15000,True,2015,109000,,False
3450,False,2010,61843,2.0,False
13995,True,2019,106000,2.0,False
8950,False,2014,82856,5.0,False
5500,False,2015,62000,4.0,False
2500,True,2014,136842,1.0,False
2995,False,2007,61038,,True
3995,False,2010,87986,,False
5995,False,2010,105000,3.0,False
3285,False,2011,46477,,False
4995,False,2011,54496,,False
1895,False,2011,108000,2.0,False
2995,False,2009,93125,,True
2490,False,2006,141000,,True
5495,False,2013,95000,5.0,False
2495,False,2010,106000,5.0,False
1695,False,2002,80147,,False
2150,False,2010,100000,,True
2250,False,2007,52200,,True
3995,False,2010,87986,,False
2995,False,2007,79011,,True
4195,False,2014,112207,1.0,False
6595,False,2013,50181,2.0,False
5450,False,2011,81000,6.0,False
8900,False,2015,94000,5.0,False
11490,False,2015,104000,,False
1495,False,2009,102000,,True
3990,False,2009,47801,,True
7447,True,2019,125000,1.0,False
8145,False,2013,40000,,False
3995,False,2013,99000,2.0,False
1499,False,2008,113187,2.0,True
10970,True,2019,91000,1.0,False
3495,False,2009,85489,,True
2695,False,2009,53000,,True
4970,True,2015,65400,,False
8000,True,2016,71518,4.0,False
11990,True,2017,51098,,False
7699,False,2005,93065,,False
8000,False,2012,90000,,False
5500,False,2012,60270,5.0,False
6499,False,2012,55500,4.0,False
4250,False,2013,118000,4.0,False
10640,True,2018,43456,,False
995,False,2007,144100,4.0,True
3495,False,2009,85489,,True
2995,False,2007,79011,,True
3995,False,2010,124000,7.0,False
7444,True,2016,32046,,False
7995,False,2011,75405,,False
3895,False,2013,53700,2.0,False
7999,True,2017,56425,2.0,False
12490,False,2010,54000,,True
4495,False,2013,92300,,False
1795,False,2005,125000,4.0,False
2495,False,2012,107000,2.0,False
2000,False,2009,68000,,False
995,False,2007,144100,4.0,True
2995,False,2007,79011,,True
7990,False,2012,80000,,False
5999,False,2012,71512,2.0,False
3950,False,2014,17000,,False
7780,True,2016,51700,2.0,False
2499,False,2010,104858,,True
3290,False,2012,73001,3.0,False
3450,False,2005,131000,7.0,True
6495,True,2015,95555,2.0,False
8995,False,2015,125000,3.0,False
5995,True,2015,94900,4.0,False
1895,False,2005,87100,5.0,True
2995,False,2009,47988,,True
2995,False,2006,81224,,True
12800,True,2016,57000,2.0,False
6250,False,2011,81000,4.0,False
1995,False,2010,98885,,False
1800,False,2010,120000,5.0,True
6495,False,2011,24629,3.0,False
2699,False,2004,77000,2.0,False
4200,False,2012,55635,4.0,False
9870,False,2014,25224,1.0,False
4993,True,2017,116000,3.0,False
1998,False,2008,110000,,True
2395,False,2001,130100,5.0,False
2995,False,2006,81224,,True
2995,False,2009,47988,,True
3990,False,2012,50562,2.0,False
6700,True,2017,34685,2.0,False
8495,True,2015,55400,3.0,False
1795,False,2007,49377,,True
8495,False,2014,70876,,False
5675,False,2013,80000,3.0,False
11225,True,2017,57727,2.0,False
2495,False,2011,68100,5.0,False
4785,False,2011,66436,1.0,False
8995,True,2015,71504,,False
795,False,2004,274100,6.0,False
4990,False,2014,67000,,False
3995,False,2010,87986,,False
5498,False,2014,50600,2.0,False
5750,False,2010,67601,,False
2445,False,2008,123000,5.0,True
2550,False,2004,69354,,True
7499,False,2011,144000,3.0,False
7970,True,2019,76000,1.0,False
6700,False,2012,64000,,False
4895,False,2011,105000,2.0,False
6390,False,2013,92080,2.0,False
1495,False,2007,108257,,True
795,False,2004,274100,6.0,False
2995,False,2006,81224,,True
10970,True,2019,91000,1.0,False
14250,True,2018,71396,1.0,False
6850,False,2013,90000,7.0,False
9250,True,2015,79500,2.0,False
3495,False,2007,25857,,True
3240,False,2013,86101,3.0,False
9995,False,2013,54000,,False
7749,False,2013,68085,2.0,False
9395,True,2018,109000,2.0,False
8000,False,2011,95000,5.0,False
2695,False,2008,146000,4.0,True
2500,True,2014,136842,1.0,False
10970,True,2019,91000,1.0,False
2995,False,2006,81224,,True
6990,True,2015,32000,,False
1995,False,2010,97100,5.0,True
1195,False,2007,167794,,True
2495,False,2008,47530,,True
5970,False,2014,102943,3.0,False
6860,False,2015,60000,,False
4695,False,2010,82600,3.0,False
5777,True,2015,45000,,False
3995,False,2010,79980,2.0,True
7495,False,2014,29000,,False
1895,False,2005,87100,5.0,True
2995,False,2006,81224,,True
3195,False,2005,28408,,True
6500,True,2016,98198,2.0,False
9695,True,2017,33465,2.0,False
6295,True,2014,137920,2.0,False
3495,False,2009,85489,,True
2667,False,2003,88523,,False
4995,False,2013,52505,,True
8700,True,2018,30666,3.0,False
11480,True,2015,44006,3.0,False
4495,False,2011,148000,4.0,False
11440,True,2018,67748,,False
1895,False,2005,87100,5.0,True
3195,False,2005,28408,,True
7990,False,2012,80000,,False
10995,True,2017,59800,3.0,False
2495,False,2007,68272,,True
5595,True,2016,51000,4.0,False
7989,True,2018,98235,2.0,False
8650,False,2015,100000,2.0,False
5995,False,2011,94000,4.0,False
2995,False,2007,79011,,True
4550,False,2010,76680,1.0,False
2995,False,2008,125000,4.0,True
1895,False,2005,87100,5.0,True
2995,False,2009,47988,,True
2995,False,2006,81224,,True
2495,False,2009,81025,,True
3995,False,2011,90851,,False
16995,True,2017,66229,1.0,False
10750,True,2017,39406,,False
5249,False,2013,65946,2.0,False
5100,False,2013,49954,,False
4999,False,2012,140000,3.0,False
7777,False,2015,82000,,False
8500,True,2016,27500,2.0,False
4500,False,2011,76988,2.0,True
1990,False,2012,120863,,False
2995,False,2006,81224,,True
3995,False,2010,87986,,False
15500,False,2004,6,4.0,False
5595,False,2009,96541,1.0,False
13998,True,2020,20194,,False
10500,False,2014,82000,,False
6895,False,2013,82000,3.0,False
2895,False,2008,98172,3.0,True
6995,True,2015,140735,2.0,False
3695,False,2013,84000,3.0,False
16000,False,2014,63000,,False
5750,False,2012,139225,3.0,False
2395,False,2001,130100,5.0,False
10970,True,2019,91000,1.0,False
2995,False,2006,81224,,True
3995,False,1995,15760,,False
13444,True,2014,78000,,False
4950,False,2014,71898,2.0,False
2995,False,2008,68000,5.0,True
4000,False,2012,144000,3.0,False
11750,True,2015,94000,,False
6995,True,2017,84000,2.0,False
4995,False,2011,106289,1.0,False
3495,False,2009,77900,7.0,True
2250,False,2007,52200,,True
2995,False,2006,81224,,True
3495,False,2009,85489,,True
5395,False,2011,50213,2.0,False
1995,False,2006,69400,,True
5995,False,2014,46107,,False
2995,False,2006,81224,,True
17990,True,2019,9669,1.0,False
3295,False,2007,93000,5.0,True
8175,True,2015,60800,2.0,False
17000,True,2020,17670,1.0,False
8290,True,2017,60000,,False
3895,False,2013,104000,,False
795,False,2004,274100,6.0,False
3495,False,2009,85489,,True
2995,False,2009,47988,,True
7495,False,2010,67000,3.0,False
3150,False,2015,43500,,False
6990,False,2012,47000,,False
3995,False,2013,102000,2.0,False
1695,False,2005,96000,3.0,True
11995,True,2016,72000,,False
7637,True,2016,84800,,False
7490,True,2014,82250,,False
5495,True,2016,48000,,False
7295,False,2014,51733,3.0,False
2250,False,2007,52200,,True
2995,False,2009,47988,,True
4990,False,2014,67000,,False
9949,False,2014,74854,,False
1650,False,2008,102000,3.0,True
3500,False,2008,67995,2.0,True
5234,False,2011,56883,3.0,False
8099,True,2014,58214,,False
2395,False,2006,92000,,True
10195,True,2019,60650,1.0,False
8079,True,2017,55390,,False
3295,False,2014,116000,2.0,False
2250,False,2007,52200,,True
3495,False,2009,85489,,True
4990,False,2014,67000,,False
14695,True,2019,54000,1.0,False
6490,False,2014,93000,3.0,False
8495,False,2014,72000,,False
12950,True,2014,77600,4.0,False
18750,True,2022,12875,,False
5395,False,2012,60582,,False
5500,False,2010,118000,4.0,False
2495,False,2014,83000,1.0,False
2875,False,2007,143000,5.0,True
10995,False,2012,72894,2.0,False
2490,False,2007,42800,,True
4990,False,2014,67000,,False
7990,False,2012,80000,,False
9495,False,2012,55000,1.0,False
2499,False,2006,79972,1.0,True
3550,False,2006,95200,5.0,True
7547,False,2012,122000,3.0,False
8990,False,2014,46284,,False
2950,False,2012,59000,2.0,False
9490,False,2011,32000,,False
5995,False,2014,77570,4.0,False
4495,False,2011,81222,,False
5695,False,2011,108582,,False
1499,False,2008,113187,2.0,True
7990,False,2012,80000,,False
2995,False,2006,81224,,True
3995,False,2014,45000,2.0,False
2395,False,2008,85693,,True
8990,False,2011,50000,5.0,False
3290,False,2007,139142,5.0,True
6495,False,2014,53000,,False
2495,False,2011,85556,,False
6250,True,2015,83650,2.0,False
9800,False,2011,67000,5.0,False
3695,False,2009,113000,4.0,True
14900,True,2018,94000,2.0,False
2395,False,2001,130100,5.0,False
4990,False,2014,67000,,False
10970,True,2019,91000,1.0,False
10975,False,2015,37334,,False
7390,False,2014,46760,,False
5990,False,2016,96600,2.0,False
3999,False,2007,132000,,True
1895,False,2006,75290,,True
3300,False,2014,89390,4.0,False
3950,False,2013,90000,4.0,False
8595,False,2015,93000,,False
5195,False,2010,46000,,False
6150,False,2014,65414,,False
995,False,2007,144100,4.0,True
10970,True,2019,91000,1.0,False
2995,False,2007,61038,,True
4295,False,2014,94000,,False
6970,True,2017,49485,,False
6950,True,2016,64818,2.0,False
7470,False,2014,58277,2.0,False
7495,True,2012,73000,2.0,False
5950,False,2013,71000,2.0,False
15990,True,2021,40800,1.0,False
4670,False,2012,74717,5.0,False
8950,False,2012,66000,,False
6750,False,2012,54500,2.0,False
2500,True,2014,136842,1.0,False
2995,False,2007,61038,,True
7990,False,2012,80000,,False
4450,False,2004,135000,1.0,True
9490,False,2012,51000,,False
3995,False,2011,83000,,False
6495,False,2013,87000,5.0,False
7250,False,2012,106000,5.0,False
1700,False,2009,94000,3.0,True
9850,False,2014,90000,2.0,False
3995,False,2015,119000,,False
7350,False,2013,39488,2.0,False
10495,True,2013,70950,,False
1990,False,2012,120863,,False
7990,False,2012,80000,,False
3195,False,2005,28408,,True
7000,False,2014,55000,2.0,False
9850,False,2013,83000,,False
8500,True,2015,111000,3.0,False
7760,False,2013,58000,,False
11995,True,2020,79000,1.0,False
1895,False,2002,77000,,False
6990,False,2014,41163,,True
9499,True,2017,30106,,False
1995,False,2006,84641,,True
15995,True,2020,60000,1.0,False
1990,False,2012,120863,,False
3195,False,2005,28408,,True
4990,False,2014,67000,,False
5940,True,2014,59623,2.0,False
3795,False,2008,64715,,True
3995,False,2009,54442,1.0,True
3795,False,2002,64000,,False
7149,False,2014,22000,,False
2890,False,2003,63000,,False
5495,False,2010,177000,4.0,False
4650,False,2012,66018,2.0,False
13993,False,2013,80000,4.0,False
9750,True,2016,80000,2.0,False
1895,False,2005,87100,5.0,True
2995,False,2007,61038,,True
3195,False,2005,28408,,True
11995,True,2019,78000,1.0,False
14975,True,2020,10067,1.0,False
6000,True,2015,68000,2.0,False
24770,True,2021,16864,1.0,False
5190,False,2010,80786,2.0,False
10000,True,2017,41085,2.0,False
2495,False,2010,77000,,False
4725,False,2012,106408,2.0,False
6949,True,2015,34960,1.0,False
4195,False,2001,121000,1.0,False
2490,False,2007,42800,,True
3995,False,2010,87986,,False
3195,False,2005,28408,,True
7988,True,2017,35912,2.0,False
13899,False,2021,13865,,False
7499,True,2016,59300,3.0,False
3950,False,2007,100200,4.0,True
13995,True,2018,52000,,False
4995,False,2013,197790,4.0,False
10000,False,2007,90000,3.0,True
3795,False,2007,62500,1.0,True
7950,False,2012,89484,5.0,False
1895,False,2005,87100,5.0,True
3195,False,2005,28408,,True
4990,False,2014,67000,,False
16880,True,2016,64806,,False
7995,False,2012,41000,,False
14450,True,2020,18150,,False
6995,False,2014,93500,,False
5495,False,2013,68000,2.0,False
8195,True,2017,74670,2.0,False
6319,False,2014,121709,3.0,False
5999,True,2018,52180,1.0,False
12790,True,2018,50000,,False
1895,False,2005,87100,5.0,True
3995,False,2010,87986,,False
3195,False,2005,28408,,True
3750,False,2012,71700,,False
7489,False,2012,60000,2.0,False
1600,False,2002,94835,3.0,True
1795,False,2013,66790,,False
6940,False,2015,64548,,False
6399,False,2014,92016,4.0,False
2399,False,2002,106420,4.0,False
15350,True,2017,17495,3.0,False
15970,True,2019,57839,2.0,False
1895,False,2005,87100,5.0,True
3195,False,2005,28408,,True
3195,False,2005,28408,,True
8995,False,2014,103200,,False
8105,False,2009,112000,4.0,True
20500,True,2021,25162,3.0,False
9995,False,2015,86000,4.0,False
4040,False,2013,120635,3.0,False
6995,False,2014,146000,2.0,False
6350,False,2012,72000,1.0,False
18855,True,2020,33225,1.0,False
7400,False,2012,60438,3.0,False
2250,False,2007,52200,,True
3995,False,2010,87986,,False
10970,True,2019,91000,1.0,False
3495,False,2011,86000,1.0,False
4999,False,2014,56355,3.0,False
3450,False,2012,93752,,False
6995,True,2016,69000,2.0,False
14500,True,2019,42962,,False
1750,False,2002,110000,,False
3850,False,2012,77000,3.0,False
3850,True,2016,70000,3.0,False
4495,False,2014,50000,,False
1595,False,2008,84000,3.0,True
1795,False,2010,111741,,True
16555,True,2017,68603,1.0,False
13000,True,2019,51179,1.0,False
2190,False,2008,50668,4.0,True
1995,False,2011,85207,1.0,False
1995,False,2009,92741,,True
3495,False,2013,114741,,False
3750,False,2012,115000,2.0,False
3495,False,2015,94741,,False
1995,False,2011,100741,,True
1950,False,2005,173006,6.0,True
4250,True,2015,78033,1.0,False
13000,True,2019,51179,1.0,False
10700,True,2019,16420,,False
1495,False,2010,118741,,True
2795,False,2007,57827,2.0,True
1795,False,2007,87742,,True
4500,False,2014,75474,1.0,False
1145,False,2002,134000,,False
3700,False,2011,60000,3.0,False
4995,False,2013,87650,6.0,False
2750,False,2011,65300,4.0,False
4750,False,2014,71569,1.0,False
5000,True,2017,97300,3.0,False
2495,False,2007,135000,,True
10700,True,2019,16420,,False
11890,True,2021,49908,,False
1895,False,2008,154000,3.0,True
6195,True,2018,99094,1.0,False
2199,False,2009,79500,4.0,True
3690,False,2012,179000,2.0,False
4000,False,2013,98159,1.0,False
4700,False,2015,128386,1.0,False
3990,False,2010,124568,,False
5990,False,2009,65000,,True
4250,True,2015,78033,1.0,False
11890,True,2021,49908,,False
5390,False,2014,60695,,False
3250,False,2013,106500,2.0,False
5290,False,2010,92148,2.0,True
1645,False,2005,94000,,True
6929,False,2013,79814,2.0,False
3750,False,2008,88000,3.0,True
4000,False,2014,88000,3.0,False
2490,False,2010,72000,2.0,False
4000,False,2013,107000,3.0,False
11995,True,2019,57952,1.0,False
6495,True,2017,74434,2.0,False
5390,False,2014,60695,,False
13000,True,2019,51179,1.0,False
2275,False,2009,100969,5.0,True
2499,False,2010,135785,,False
2690,False,2011,123000,3.0,True
3495,False,2011,136000,2.0,False
6490,False,2014,76589,3.0,False
3590,False,2010,100116,,False
2190,False,2010,56000,3.0,True
6500,True,2017,77009,,False
1695,False,2011,57170,1.0,True
4250,True,2015,78033,1.0,False
13000,True,2019,51179,1.0,False
16049,True,2021,11500,1.0,False
6495,False,2012,80000,2.0,False
5999,False,2011,116443,2.0,False
7990,False,2015,112000,2.0,False
2300,False,2009,91000,3.0,True
2990,False,2010,103099,3.0,True
3990,False,2014,79547,2.0,False
6995,False,2011,37000,,False
3990,False,2011,97000,4.0,False
1495,False,2001,73091,3.0,True
5995,False,2008,82156,,True
4250,True,2015,78033,1.0,False
15970,True,2021,11500,1.0,False
15970,True,2021,11500,1.0,False
1999,False,2007,114299,2.0,True
1785,False,2008,110000,,True
8795,False,2015,58000,1.0,False
2900,False,2010,69000,,False
12802,True,2021,42349,2.0,False
5495,False,2013,49000,2.0,False
3195,False,2012,82000,6.0,False
7130,True,2018,52200,3.0,False
4800,False,2007,96723,4.0,True
2995,False,2011,89999,,False
11890,True,2021,49908,,False
5390,False,2014,60695,,False
2495,False,2008,140741,,True
5495,False,2011,22286,,False
6550,True,2014,82000,,False
7895,True,2017,114883,1.0,False
6850,True,2015,94600,2.0,False
6790,False,2015,76466,2.0,False
4800,False,2011,63000,,False
1950,False,2012,62700,3.0,False
7990,False,2014,50000,,False
6995,False,2010,87000,,True
6495,True,2017,74434,2.0,False
5390,False,2014,60695,,False
11890,True,2021,49908,,False
6995,False,2013,57978,,False
6495,False,2015,122000,5.0,False
7050,True,2015,98700,1.0,False
5695,False,2012,69036,3.0,False
5990,False,2015,118000,2.0,False
6290,False,2008,69000,,True
7750,True,2015,28500,3.0,False
6495,False,2013,96000,,False
2995,False,2012,162753,2.0,False
17599,True,2019,26607,,False
5390,False,2014,60695,,False
10995,False,2013,31700,1.0,False
4300,True,2018,34000,3.0,False
5195,False,2011,86069,2.0,False
4950,False,2013,61000,2.0,False
4295,False,2008,116275,,True
4595,True,2015,101971,1.0,False
3999,False,2013,93379,3.0,False
2490,False,2009,119785,3.0,True
11295,True,2017,35340,,False
1495,False,2008,120741,,True
11000,True,2019,45462,1.0,False
3575,False,2005,95000,,True
3990,False,2015,65323,,False
11495,False,1981,19000,5.0,False
3990,False,2011,69218,4.0,False
3600,False,2012,74000,,False
9100,True,2015,101131,,False
4995,False,2013,89999,,False
5425,False,2013,82000,,False
4495,False,2014,96967,3.0,False
2995,False,2011,89999,,False
11000,True,2019,45462,1.0,False
5390,False,2014,60695,,False
2290,False,2011,59030,3.0,True
5790,False,2014,128000,,False
1995,False,2005,189988,,False
6850,True,2016,152584,,False
13450,True,2019,19539,,False
6000,False,2014,87018,3.0,False
7990,True,2017,78000,2.0,False
5100,False,2015,76000,2.0,False
6250,False,2015,80000,3.0,False
5390,False,2014,60695,,False
15970,True,2021,11500,1.0,False
6250,False,2015,80000,3.0,False
3990,False,2011,97000,4.0,False
8995,False,2014,73000,1.0,False
5450,False,2015,64156,1.0,False
1995,False,2011,57213,2.0,False
2750,False,2013,117221,3.0,False
4500,False,2010,67000,3.0,False
6995,False,2008,84000,,True
3995,False,2010,59000,,False
17599,True,2019,26607,,False
17670,True,2021,14385,1.0,False
10795,True,2019,52188,1.0,False
13500,True,2016,44000,1.0,False
6490,False,2009,115258,,True
5690,False,2014,53407,4.0,False
1995,False,2011,108741,1.0,False
10995,True,2015,82609,2.0,False
2490,False,2010,70679,3.0,False
5999,False,2013,91474,2.0,False
6850,True,2016,152584,,False
1850,False,2009,105472,4.0,True
17670,True,2021,14385,1.0,False
17599,True,2019,26607,,False
3500,False,2010,44360,,False
3500,False,2009,97900,4.0,True
7250,False,2013,66000,,False
1995,False,2011,97741,,False
4995,True,2016,102412,1.0,False
5000,False,2013,47400,3.0,False
5495,True,2015,68084,2.0,False
5000,True,2016,75300,2.0,False
2495,False,2007,135000,,True
17599,True,2019,26607,,False
10700,True,2019,16420,,False
5475,False,2014,49812,1.0,False
3750,False,2009,121000,2.0,True
6250,False,2014,41440,2.0,False
4000,False,2006,83000,,True
16000,False,2008,66000,,True
6495,True,2016,41046,2.0,False
3375,False,2011,86327,3.0,False
7750,True,2015,28500,3.0,False
4000,False,2008,26994,,True
1850,False,2009,105472,4.0,True
10700,True,2019,16420,,False
11890,True,2021,49908,,False
7999,True,2017,56425,2.0,False
5950,False,2014,49430,3.0,False
6990,True,2015,94000,,False
5500,False,2013,45000,3.0,False
4490,False,2014,86000,4.0,False
6250,False,2011,87000,3.0,False
7295,False,2012,102465,1.0,False
4995,False,2013,89999,,False
5600,False,2009,49000,,True
5995,True,2015,71582,,False
2495,False,2007,135000,,True
11890,True,2021,49908,,False
5390,False,2014,60695,,False
17500,True,2020,36774,1.0,False
4250,False,2010,35616,1.0,True
8125,True,2018,114288,1.0,False
1995,False,2007,46908,2.0,True
8990,True,2014,67000,,False
5495,False,2014,105000,,False
5975,True,2015,94777,,False
9350,True,2020,92330,1.0,False
10990,True,2015,48000,3.0,False
4000,False,2011,73000,2.0,False
5390,False,2014,60695,,False
16555,True,2017,68603,1.0,False
7495,False,2013,58601,2.0,False
1450,False,2002,90100,5.0,True
4995,False,2012,71500,2.0,False
3495,False,2013,87741,,False
6850,True,2015,94600,2.0,False
4290,False,2013,76507,,False
7499,True,2016,59300,3.0,False
4995,False,2004,93000,5.0,False
1850,False,2009,105472,4.0,True
11000,True,2019,45462,1.0,False
10700,True,2019,16420,,False
2590,False,2010,115000,,False
6695,True,2016,35814,2.0,False
12995,True,2016,49938,2.0,False
4700,False,2013,69000,,False
6950,True,2014,96000,2.0,False
4250,False,2011,49000,2.0,False
6690,True,2015,54956,2.0,False
5995,True,2016,85592,,False
11795,True,2019,22000,1.0,False
1795,False,2006,110000,4.0,True
10700,True,2019,16420,,False
17599,True,2019,26607,,False
7999,False,2011,88000,,False
5500,True,2016,78900,3.0,False
2800,False,2011,96024,4.0,False
2995,False,2006,174500,3.0,True
14861,False,2014,81933,2.0,False
6495,True,2015,79004,1.0,False
9495,True,2017,49482,2.0,False
18450,True,2017,44000,3.0,False
14990,True,2020,45774,,False
11000,True,2019,45462,1.0,False
7475,True,2017,96765,1.0,False
6595,True,2016,22000,,False
13950,True,2020,35843,1.0,False
8490,True,2017,94814,2.0,False
10995,True,2014,105000,,False
3995,False,2012,86897,3.0,False
8490,True,2018,142263,3.0,False
7799,False,2015,29740,3.0,False
6495,True,2017,74434,2.0,False
17670,True,2021,14385,1.0,False
10700,True,2019,16420,,False
6495,True,2016,60394,2.0,False
15000,False,2003,60742,4.0,False
5250,True,2016,76238,,False
10999,False,2017,56552,2.0,False
3000,False,2014,58000,,False
8995,False,2013,65847,3.0,False
7150,False,2014,33585,2.0,False
2499,False,2010,138930,2.0,True
1795,False,2006,110000,4.0,True
13000,True,2019,51179,1.0,False
17670,True,2021,14385,1.0,False
4950,False,2013,91000,,False
5250,False,2015,79308,1.0,False
6295,False,2010,78000,,False
6995,True,2017,122000,2.0,False
9795,True,2019,50433,1.0,False
7995,False,2014,42000,3.0,False
5750,False,2013,95330,2.0,False
12395,True,2017,53944,2.0,False
6850,True,2015,120366,1.0,False
4300,False,2012,71000,3.0,False
4000,False,2011,73000,2.0,False
17670,True,2021,14385,1.0,False
11000,True,2019,45462,1.0,False
15990,True,2018,67000,2.0,False
15995,True,2018,53634,2.0,False
4500,False,2012,71000,,False
12995,False,2013,59879,1.0,False
2750,False,2011,79315,4.0,True
1795,False,2006,110000,4.0,True
11000,True,2019,45462,1.0,False
16555,True,2017,68603,1.0,False
8650,True,2015,65684,1.0,False
4400,False,2012,55000,2.0,False
5490,False,2008,124414,,True
5650,True,2017,90031,2.0,False
4100,False,2014,61000,3.0,False
8480,False,2012,49000,,False
13094,True,2016,54894,3.0,False
4000,False,2010,52000,5.0,False
6495,True,2017,74434,2.0,False
16555,True,2017,68603,1.0,False
17599,True,2019,26607,,False
2495,False,2013,160741,,False
4795,True,2016,106000,,False
3000,False,2011,70000,,False
3900,False,2011,64000,4.0,False
9000,False,2005,88000,,False
11000,True,2017,73000,3.0,False
6995,False,2014,92854,2.0,False
4500,False,2012,81345,2.0,False
5695,False,2014,64337,2.0,False
4000,False,2011,73000,2.0,False
17599,True,2019,26607,,False
11890,True,2021,49908,,False
5989,False,2012,89000,4.0,False
5950,True,2016,190000,1.0,False
5299,False,2015,60518,3.0,False
11000,True,2017,42554,3.0,False
4800,False,2011,73000,,False
4250,False,2014,182000,2.0,False
13000,True,2019,51179,1.0,False
5390,False,2014,60695,,False
6990,False,2014,130000,2.0,False
10490,False,2015,80899,2.0,False
11964,True,2016,56754,1.0,False
7290,False,2013,85709,2.0,False
3130,False,2015,127910,4.0,False
9699,False,2016,58106,1.0,False
6990,True,2016,80000,1.0,False
6695,False,2013,27228,1.0,False
7995,False,2013,61000,2.0,False
6495,True,2017,74434,2.0,False
5390,False,2014,60695,,False
10700,True,2019,16420,,False
6200,False,2013,100100,2.0,False
8999,False,2012,71000,3.0,False
6495,False,2013,96000,,False
12995,True,2020,54286,1.0,False
2750,False,1993,31000,1.0,False
1995,False,2008,88000,3.0,True
12087,True,2015,78268,2.0,False
6495,True,2017,74434,2.0,False
10700,True,2019,16420,,False
15970,True,2021,11500,1.0,False
6750,True,2015,42250,1.0,False
10795,True,2017,37124,,False
3000,False,2010,65000,2.0,True
13900,False,2014,63000,5.0,False
17499,True,2017,56400,,False
10000,True,2018,60808,1.0,False
6230,True,2016,35000,,False
4800,False,2009,71000,2.0,True
9895,True,2019,114532,1.0,False
4000,False,2011,73000,2.0,False
15970,True,2021,11500,1.0,False
16555,True,2017,68603,1.0,False
11799,True,2020,34241,1.0,False
9574,True,2017,22680,2.0,False
5295,False,2013,34000,1.0,False
6795,False,2012,92000,,False
9995,True,2014,99000,2.0,False
2495,False,2007,135000,,True
16555,True,2017,68603,1.0,False
16555,True,2017,68603,1.0,False
8495,True,2016,24329,1.0,False
12495,False,2014,60000,,False
10136,True,2016,55996,4.0,False
5290,False,2009,102114,,False
7499,True,2016,61108,1.0,False
4250,False,2011,105000,,False
6500,True,2015,53765,5.0,False
16995,True,2018,48106,2.0,False
1850,False,2009,105472,4.0,True
13000,True,2019,51179,1.0,False
17599,True,2019,26607,,False
6499,False,2003,78000,3.0,False
3599,False,2011,57766,3.0,False
5997,False,2009,78813,4.0,True
8990,True,2017,43575,1.0,False
4500,False,2016,85500,3.0,False
4250,False,2007,93500,5.0,True
4500,False,2009,71000,,True
8875,True,2019,85683,1.0,False
5000,False,2012,77340,6.0,False
1850,False,2009,105472,4.0,True
17599,True,2019,26607,,False
16555,True,2017,68603,1.0,False
11995,False,2014,69475,3.0,False
